ammo,blast_strength,can_kick,entity_0,entity_1,entity_2,entity_3,entity_4,entity_5,entity_6,entity_7,entity_8,action
0,3,False,rigid,wooden,rigid,passage,self,rigid,rigid,passage,passage,0
0,3,False,rigid,wooden,rigid,passage,self,rigid,rigid,passage,passage,0
0,3,False,rigid,wooden,rigid,passage,self,rigid,rigid,passage,passage,0
0,3,False,rigid,wooden,rigid,passage,self,rigid,rigid,passage,passage,0
1,3,False,rigid,wooden,rigid,passage,self,rigid,rigid,flame,flame,0
1,3,False,rigid,wooden,rigid,passage,self,rigid,rigid,flame,flame,0
1,3,False,rigid,wooden,rigid,passage,self,rigid,rigid,flame,flame,0
1,3,False,rigid,wooden,rigid,passage,self,rigid,rigid,passage,passage,5
0,3,False,rigid,wooden,rigid,passage,bomb,rigid,rigid,passage,passage,2
0,3,False,passage,bomb,rigid,rigid,self,passage,rigid,passage,passage,2
0,3,False,rigid,passage,passage,rigid,self,passage,passage,passage,rigid,4
0,3,False,passage,passage,passage,passage,self,passage,passage,rigid,passage,4
0,3,False,passage,passage,item,passage,self,wooden,rigid,passage,passage,1
0,3,False,rigid,rigid,wooden,passage,self,item,passage,passage,wooden,4
0,4,False,rigid,wooden,rigid,passage,self,rigid,passage,wooden,wooden,0
0,4,False,rigid,wooden,rigid,passage,self,rigid,passage,wooden,wooden,0
0,4,False,rigid,wooden,rigid,passage,self,rigid,passage,wooden,wooden,0
1,4,False,rigid,wooden,rigid,passage,self,rigid,passage,wooden,wooden,5
0,4,False,rigid,wooden,rigid,passage,bomb,rigid,passage,wooden,wooden,3
0,4,False,rigid,rigid,wooden,passage,self,bomb,passage,passage,wooden,3
0,4,False,passage,rigid,rigid,passage,self,passage,passage,passage,passage,3
0,4,False,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,2
0,4,False,rigid,passage,passage,rigid,self,passage,passage,passage,rigid,2
0,4,False,rigid,passage,passage,passage,self,rigid,outside,outside,outside,3
0,4,False,outside,rigid,passage,outside,self,passage,outside,outside,outside,0
0,4,False,outside,rigid,passage,outside,self,passage,outside,outside,outside,4
0,4,False,rigid,passage,passage,passage,self,rigid,outside,outside,outside,1
1,4,False,rigid,flame,flame,rigid,self,passage,passage,passage,rigid,4
1,4,False,flame,flame,flame,passage,self,passage,passage,rigid,passage,4
1,4,False,flame,flame,flame,passage,self,flame,rigid,passage,passage,2
1,4,False,passage,passage,item,rigid,self,passage,outside,outside,outside,1
1,4,False,passage,passage,passage,passage,self,item,rigid,passage,passage,4
1,5,False,passage,passage,rigid,passage,self,wooden,passage,passage,passage,1
1,5,False,rigid,item,rigid,passage,self,rigid,passage,passage,wooden,1
1,5,True,wooden,rigid,rigid,rigid,self,rigid,passage,passage,rigid,2
1,5,True,rigid,passage,rigid,passage,self,rigid,passage,passage,wooden,2
1,5,True,passage,passage,rigid,passage,self,wooden,passage,passage,passage,5
0,5,True,passage,passage,rigid,passage,bomb,wooden,passage,passage,passage,3
0,5,True,passage,passage,passage,passage,self,bomb,rigid,passage,passage,3
0,5,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,3
0,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,rigid,2
0,5,True,rigid,passage,passage,passage,self,rigid,outside,outside,outside,3
0,5,True,outside,rigid,passage,outside,self,passage,outside,outside,outside,0
0,5,True,outside,rigid,passage,outside,self,passage,outside,outside,outside,4
0,5,True,rigid,passage,passage,passage,self,rigid,outside,outside,outside,3
0,5,True,outside,rigid,passage,outside,self,passage,outside,outside,outside,4
1,5,True,rigid,flame,flame,passage,self,rigid,outside,outside,outside,3
1,5,True,outside,rigid,flame,outside,self,passage,outside,outside,outside,4
1,5,True,rigid,flame,flame,passage,self,rigid,outside,outside,outside,3
1,5,True,outside,rigid,passage,outside,self,passage,outside,outside,outside,4
1,5,True,rigid,passage,passage,passage,self,rigid,outside,outside,outside,1
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,rigid,1
1,5,True,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,1
1,5,True,rigid,passage,rigid,passage,self,rigid,rigid,passage,passage,1
1,5,True,wooden,passage,wooden,rigid,self,rigid,passage,passage,rigid,1
1,5,True,rigid,passage,rigid,wooden,self,wooden,rigid,passage,rigid,5
0,5,True,rigid,passage,rigid,wooden,bomb,wooden,rigid,passage,rigid,2
0,5,True,wooden,bomb,wooden,rigid,self,rigid,passage,passage,rigid,2
0,5,True,rigid,passage,rigid,passage,self,rigid,rigid,passage,passage,2
0,5,True,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,4
0,5,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,2
0,5,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,0
0,5,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,1
0,5,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,2
0,5,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,1
1,5,True,flame,rigid,rigid,flame,self,passage,flame,passage,passage,2
1,5,True,flame,passage,passage,flame,self,passage,passage,rigid,passage,1
1,5,True,flame,rigid,rigid,flame,self,passage,flame,passage,passage,2
1,5,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,4
1,5,True,passage,passage,passage,passage,self,passage,rigid,passage,passage,4
1,5,True,passage,passage,rigid,passage,self,item,passage,passage,passage,4
1,5,True,passage,rigid,rigid,passage,self,item,passage,passage,passage,4
1,5,True,rigid,rigid,rigid,passage,self,passage,passage,passage,passage,4
1,5,True,rigid,rigid,passage,passage,self,passage,passage,passage,passage,3
1,5,True,rigid,rigid,rigid,passage,self,passage,passage,passage,passage,2
1,5,True,passage,passage,passage,passage,self,passage,outside,outside,outside,3
1,5,True,passage,passage,passage,passage,self,passage,outside,outside,outside,1
1,5,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,4
1,5,True,rigid,rigid,rigid,passage,self,passage,passage,passage,passage,3
1,5,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,3
1,5,True,passage,passage,rigid,passage,self,passage,passage,passage,passage,2
1,5,True,passage,passage,passage,passage,self,passage,outside,outside,outside,3
1,5,True,passage,passage,passage,rigid,self,passage,outside,outside,outside,1
1,5,True,passage,passage,passage,passage,self,passage,rigid,passage,passage,1
1,5,True,rigid,rigid,passage,passage,self,passage,passage,passage,passage,3
1,5,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,2
1,5,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,4
1,5,True,passage,passage,passage,passage,self,passage,rigid,passage,enemy,3
1,5,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,3
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,rigid,4
1,5,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,4
1,5,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,4
1,5,True,passage,passage,passage,passage,self,enemy,rigid,passage,passage,3
1,5,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,3
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,rigid,2
1,5,True,rigid,passage,passage,passage,self,rigid,outside,outside,outside,1
1,5,True,rigid,enemy,passage,rigid,self,passage,passage,passage,rigid,2
1,5,True,rigid,passage,passage,passage,self,rigid,outside,outside,outside,3
1,5,True,outside,rigid,passage,outside,self,passage,outside,outside,outside,0
1,5,True,outside,rigid,passage,outside,self,passage,outside,outside,outside,0
1,5,True,outside,rigid,passage,outside,self,passage,outside,outside,outside,0
1,5,True,outside,rigid,flame,outside,self,passage,outside,outside,outside,0
1,5,True,outside,rigid,flame,outside,self,passage,outside,outside,outside,0
1,5,True,outside,rigid,flame,outside,self,passage,outside,outside,outside,0
1,5,True,outside,rigid,passage,outside,self,passage,outside,outside,outside,0
1,5,True,outside,rigid,passage,outside,self,passage,outside,outside,outside,0
1,5,True,outside,rigid,flame,outside,self,flame,outside,outside,outside,0
1,5,True,outside,rigid,flame,outside,self,flame,outside,outside,outside,0
1,5,True,outside,rigid,flame,outside,self,flame,outside,outside,outside,0
1,5,True,outside,rigid,passage,outside,self,passage,outside,outside,outside,4
1,5,True,rigid,passage,passage,passage,self,rigid,outside,outside,outside,1
1,5,True,rigid,passage,passage,rigid,self,enemy,passage,passage,rigid,5
0,5,True,rigid,passage,passage,rigid,bomb,enemy,passage,passage,rigid,1
0,5,True,passage,passage,rigid,rigid,self,passage,rigid,bomb,bomb,1
0,5,True,rigid,passage,rigid,passage,self,rigid,rigid,passage,passage,1
0,5,True,passage,passage,passage,rigid,self,rigid,passage,passage,rigid,1
0,5,True,rigid,passage,rigid,passage,self,passage,rigid,passage,rigid,4
0,5,True,passage,rigid,passage,passage,self,passage,passage,rigid,passage,4
0,5,True,rigid,passage,passage,passage,self,rigid,rigid,passage,rigid,2
0,5,True,passage,passage,rigid,rigid,self,rigid,rigid,rigid,enemy,0
0,5,True,passage,passage,rigid,rigid,self,rigid,rigid,rigid,passage,1
1,5,True,rigid,passage,passage,passage,self,rigid,rigid,passage,rigid,1
1,5,True,passage,passage,enemy,rigid,self,passage,passage,passage,rigid,1
1,5,True,passage,passage,enemy,rigid,self,passage,passage,passage,rigid,4
1,5,True,passage,passage,enemy,rigid,self,passage,passage,passage,rigid,4
1,5,True,enemy,passage,passage,passage,self,rigid,passage,rigid,passage,1
1,5,True,enemy,passage,passage,passage,self,rigid,passage,rigid,passage,1
1,5,True,passage,rigid,passage,passage,self,passage,enemy,passage,rigid,3
1,5,True,passage,rigid,passage,passage,self,passage,enemy,passage,rigid,3
1,5,True,passage,rigid,passage,passage,self,passage,enemy,passage,rigid,4
1,5,True,rigid,passage,rigid,passage,self,passage,enemy,rigid,rigid,3
1,5,True,passage,rigid,passage,passage,self,passage,passage,enemy,rigid,5
0,5,True,passage,rigid,passage,passage,bomb,passage,passage,enemy,rigid,4
0,5,True,rigid,passage,rigid,bomb,self,passage,bomb,rigid,rigid,1
0,5,True,passage,passage,passage,rigid,self,rigid,bomb,passage,passage,1
0,5,True,rigid,passage,rigid,passage,self,passage,rigid,passage,rigid,1
0,5,True,outside,outside,outside,rigid,self,rigid,passage,passage,passage,0
0,5,True,outside,outside,outside,rigid,self,rigid,passage,passage,passage,2
0,5,True,rigid,passage,rigid,passage,self,passage,rigid,passage,rigid,4
0,5,True,passage,rigid,passage,passage,self,passage,passage,rigid,rigid,4
0,5,True,rigid,passage,rigid,passage,self,passage,rigid,rigid,passage,1
1,5,True,outside,outside,outside,rigid,self,rigid,passage,passage,passage,0
1,5,True,outside,outside,outside,rigid,self,rigid,passage,passage,passage,2
1,5,True,rigid,passage,rigid,passage,self,passage,rigid,rigid,passage,4
1,5,True,passage,rigid,rigid,passage,self,passage,rigid,passage,passage,4
1,5,True,rigid,rigid,passage,passage,self,passage,passage,passage,rigid,2
1,5,True,passage,passage,passage,passage,self,rigid,passage,passage,passage,2
1,5,True,passage,passage,rigid,passage,self,passage,passage,passage,passage,2
1,5,True,passage,passage,passage,passage,self,passage,rigid,passage,passage,4
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,1
1,5,True,passage,rigid,outside,passage,self,outside,passage,passage,outside,0
1,5,True,passage,rigid,outside,passage,self,outside,passage,passage,outside,2
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,2
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,2
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,3
1,5,True,rigid,passage,passage,rigid,self,passage,rigid,passage,passage,2
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,passage,4
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,2
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,3
1,5,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,3
1,5,True,passage,rigid,passage,rigid,self,passage,passage,passage,passage,2
1,5,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,4
1,5,True,passage,passage,passage,passage,self,passage,passage,passage,passage,2
1,5,True,passage,passage,passage,passage,self,passage,outside,outside,outside,4
1,5,True,passage,passage,outside,passage,self,outside,outside,outside,outside,1
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,1
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,3
1,5,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,3
1,5,True,passage,rigid,passage,rigid,self,passage,passage,passage,passage,2
1,5,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,4
1,5,True,passage,passage,passage,passage,self,passage,passage,passage,passage,2
1,5,True,passage,passage,passage,passage,self,passage,outside,outside,outside,4
1,5,True,passage,passage,outside,passage,self,outside,outside,outside,outside,1
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,1
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,3
1,5,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,1
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,passage,4
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,1
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,3
1,5,True,rigid,passage,passage,rigid,self,passage,rigid,passage,passage,1
1,5,True,passage,passage,passage,rigid,self,passage,rigid,passage,passage,4
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,1
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,1
1,5,True,passage,rigid,outside,passage,self,outside,passage,passage,outside,3
1,5,True,passage,passage,rigid,passage,self,passage,passage,passage,passage,3
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,passage,2
1,5,True,rigid,passage,passage,passage,self,passage,rigid,rigid,passage,3
1,5,True,passage,rigid,passage,rigid,self,passage,rigid,rigid,rigid,0
1,5,True,passage,rigid,passage,rigid,self,passage,rigid,rigid,rigid,4
1,5,True,rigid,passage,passage,passage,self,passage,rigid,rigid,passage,4
1,5,True,passage,passage,passage,passage,self,passage,rigid,passage,passage,2
1,5,True,passage,passage,passage,rigid,self,passage,rigid,passage,passage,4
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,2
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,2
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,2
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,3
1,5,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,3
1,5,True,passage,rigid,passage,rigid,self,passage,passage,passage,passage,2
1,5,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,2
1,5,True,passage,passage,passage,passage,self,passage,outside,outside,outside,3
1,5,True,passage,passage,passage,passage,self,passage,outside,outside,outside,1
1,5,True,rigid,rigid,passage,passage,self,passage,passage,passage,passage,3
1,5,True,rigid,rigid,rigid,passage,self,passage,passage,passage,passage,2
1,5,True,passage,passage,passage,passage,self,passage,outside,outside,outside,3
1,5,True,passage,passage,passage,passage,self,passage,outside,outside,outside,1
1,5,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,3
1,5,True,passage,passage,rigid,passage,self,passage,passage,passage,passage,2
1,5,True,passage,passage,passage,passage,self,passage,outside,outside,outside,3
1,5,True,passage,passage,passage,rigid,self,passage,outside,outside,outside,1
1,5,True,passage,passage,passage,passage,self,passage,rigid,passage,passage,3
1,5,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,3
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,rigid,2
1,5,True,rigid,passage,passage,passage,self,rigid,outside,outside,outside,3
1,5,True,outside,rigid,passage,outside,self,passage,outside,outside,outside,0
1,5,True,outside,rigid,passage,outside,self,passage,outside,outside,outside,4
1,5,True,rigid,passage,passage,passage,self,rigid,outside,outside,outside,1
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,rigid,1
1,5,True,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,1
1,5,True,rigid,passage,rigid,passage,self,rigid,rigid,passage,passage,3
1,5,True,outside,rigid,passage,outside,self,passage,outside,rigid,passage,0
1,5,True,outside,rigid,passage,outside,self,passage,outside,rigid,passage,4
1,5,True,rigid,passage,rigid,passage,self,rigid,rigid,passage,passage,1
1,5,True,passage,passage,passage,rigid,self,rigid,passage,passage,rigid,1
1,5,True,rigid,passage,rigid,passage,self,passage,rigid,passage,rigid,3
1,5,True,outside,rigid,passage,outside,self,passage,outside,rigid,passage,0
1,5,True,outside,rigid,passage,outside,self,passage,outside,rigid,passage,4
1,5,True,rigid,passage,rigid,passage,self,passage,rigid,passage,rigid,4
1,5,True,passage,rigid,passage,passage,self,passage,passage,rigid,passage,4
1,5,True,rigid,passage,passage,passage,self,rigid,rigid,passage,rigid,2
1,5,True,passage,passage,rigid,rigid,self,rigid,rigid,rigid,passage,0
1,5,True,passage,passage,rigid,rigid,self,rigid,rigid,rigid,passage,1
1,5,True,rigid,passage,passage,passage,self,rigid,rigid,passage,rigid,1
1,5,True,passage,passage,passage,rigid,self,passage,passage,passage,rigid,1
1,5,True,passage,passage,rigid,passage,self,passage,rigid,passage,passage,1
1,5,True,passage,passage,passage,passage,self,rigid,passage,passage,passage,1
1,5,True,passage,rigid,rigid,passage,self,passage,passage,passage,rigid,4
1,5,True,rigid,rigid,passage,passage,self,passage,passage,rigid,passage,4
1,5,True,rigid,passage,rigid,passage,self,passage,rigid,passage,rigid,1
1,5,True,outside,outside,outside,rigid,self,rigid,passage,passage,passage,0
1,5,True,outside,outside,outside,rigid,self,rigid,passage,passage,passage,2
1,5,True,rigid,passage,rigid,passage,self,passage,rigid,passage,rigid,4
1,5,True,passage,rigid,passage,passage,self,passage,passage,rigid,rigid,4
1,5,True,rigid,passage,rigid,passage,self,passage,rigid,rigid,passage,1
1,5,True,outside,outside,outside,rigid,self,rigid,passage,passage,passage,0
1,5,True,outside,outside,outside,rigid,self,rigid,passage,passage,passage,2
1,5,True,rigid,passage,rigid,passage,self,passage,rigid,rigid,passage,4
1,5,True,passage,rigid,rigid,passage,self,passage,rigid,passage,passage,2
1,5,True,passage,passage,passage,rigid,self,passage,rigid,passage,passage,2
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,passage,2
1,5,True,rigid,passage,passage,passage,self,passage,rigid,rigid,passage,4
1,5,True,passage,passage,passage,passage,self,passage,rigid,passage,passage,1
1,5,True,passage,passage,rigid,passage,self,passage,passage,passage,passage,4
1,5,True,passage,rigid,outside,passage,self,outside,passage,passage,outside,2
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,2
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,2
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,2
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,2
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,2
1,5,True,passage,passage,outside,passage,self,outside,passage,passage,outside,3
1,5,True,passage,passage,passage,passage,self,passage,passage,passage,passage,3
1,5,True,rigid,passage,passage,passage,self,passage,passage,passage,passage,3
1,5,True,rigid,rigid,passage,passage,self,passage,passage,passage,passage,3
1,5,True,rigid,rigid,rigid,passage,self,passage,passage,passage,passage,2
1,5,True,passage,passage,passage,passage,self,passage,outside,outside,outside,3
1,5,True,passage,passage,passage,passage,self,passage,outside,outside,outside,1
1,5,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,3
1,5,True,passage,passage,rigid,passage,self,passage,passage,passage,passage,3
1,5,True,passage,passage,passage,passage,self,passage,rigid,passage,passage,1
1,5,True,rigid,rigid,passage,passage,self,passage,passage,passage,passage,4
1,5,True,rigid,passage,rigid,passage,self,rigid,passage,passage,passage,1
1,5,True,passage,rigid,rigid,rigid,self,rigid,passage,passage,rigid,0
1,5,True,passage,rigid,rigid,rigid,self,rigid,passage,passage,rigid,2
1,5,True,rigid,passage,rigid,passage,self,rigid,passage,passage,passage,2
1,5,True,passage,passage,rigid,passage,self,passage,passage,passage,passage,2
1,5,True,passage,passage,passage,passage,self,passage,outside,outside,outside,3
1,5,True,passage,passage,passage,rigid,self,passage,outside,outside,outside,1
1,5,True,passage,passage,passage,passage,self,passage,rigid,passage,passage,3
1,5,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,3
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,rigid,1
1,5,True,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,4
1,5,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,4
1,5,True,rigid,rigid,passage,passage,self,passage,passage,passage,passage,4
1,5,True,rigid,passage,rigid,passage,self,rigid,passage,passage,passage,1
1,5,True,passage,rigid,rigid,rigid,self,rigid,passage,passage,rigid,0
1,5,True,passage,rigid,rigid,rigid,self,rigid,passage,passage,rigid,2
1,5,True,rigid,passage,rigid,passage,self,rigid,passage,passage,passage,2
1,5,True,passage,passage,rigid,passage,self,passage,passage,passage,passage,3
1,5,True,passage,passage,passage,passage,self,passage,rigid,passage,passage,3
1,5,True,passage,passage,passage,passage,self,passage,passage,rigid,passage,1
1,5,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,4
1,5,True,rigid,rigid,passage,passage,self,passage,passage,passage,passage,0
1,5,True,rigid,rigid,passage,passage,self,passage,passage,passage,passage,3
1,5,True,passage,rigid,rigid,passage,self,passage,passage,passage,passage,3
1,5,True,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,1
1,5,True,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,1
1,5,True,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,1
1,5,True,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,1
1,5,True,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,1
1,5,True,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,1
1,5,True,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,1
1,5,True,passage,passage,rigid,rigid,self,passage,rigid,passage,passage,2
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,rigid,1
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,rigid,1
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,rigid,1
1,5,True,rigid,passage,passage,rigid,self,passage,passage,passage,rigid,1
1,5,True,enemy,passage,rigid,rigid,self,passage,rigid,passage,passage,1
1,5,True,enemy,passage,rigid,rigid,self,passage,rigid,passage,passage,1
1,5,True,rigid,passage,rigid,enemy,self,rigid,rigid,passage,passage,5
0,5,True,rigid,passage,rigid,enemy,bomb,rigid,rigid,passage,passage,1
0,5,True,passage,passage,passage,rigid,self,rigid,enemy,bomb,rigid,1
0,5,True,rigid,passage,rigid,passage,self,passage,rigid,passage,rigid,4
0,5,True,passage,rigid,passage,passage,self,passage,passage,rigid,passage,4
0,5,True,rigid,passage,passage,passage,self,rigid,rigid,passage,rigid,2
0,5,True,passage,passage,rigid,rigid,self,rigid,rigid,rigid,passage,0
0,5,True,passage,passage,rigid,rigid,self,rigid,rigid,rigid,passage,1
0,5,True,rigid,passage,passage,passage,self,rigid,rigid,passage,rigid,1
0,5,True,passage,passage,passage,rigid,self,passage,passage,passage,rigid,4
1,2,False,passage,rigid,wooden,rigid,self,passage,wooden,passage,passage,2
1,2,False,rigid,passage,passage,wooden,self,passage,wooden,passage,rigid,5
0,2,False,rigid,passage,passage,wooden,bomb,passage,wooden,passage,rigid,4
0,2,False,passage,passage,passage,bomb,self,rigid,passage,rigid,passage,1
0,2,False,rigid,wooden,wooden,passage,self,passage,bomb,passage,rigid,0
0,2,False,rigid,wooden,wooden,passage,self,passage,bomb,passage,rigid,0
0,2,False,rigid,wooden,wooden,passage,self,passage,bomb,passage,rigid,0
0,2,False,rigid,wooden,wooden,passage,self,passage,bomb,passage,rigid,0
0,2,False,rigid,wooden,wooden,passage,self,passage,bomb,passage,rigid,0
0,2,False,rigid,wooden,wooden,passage,self,passage,bomb,passage,rigid,0
0,2,False,rigid,wooden,wooden,passage,self,passage,bomb,passage,rigid,0
1,2,False,rigid,wooden,wooden,flame,self,passage,flame,flame,rigid,0
1,2,False,rigid,wooden,wooden,flame,self,passage,flame,flame,rigid,0
1,2,False,rigid,wooden,wooden,flame,self,passage,flame,flame,rigid,0
1,2,False,rigid,wooden,wooden,passage,self,passage,passage,passage,rigid,5
0,2,False,rigid,wooden,wooden,passage,bomb,passage,passage,passage,rigid,3
0,2,False,passage,rigid,wooden,rigid,self,bomb,item,passage,passage,2
0,2,False,rigid,passage,bomb,item,self,passage,wooden,passage,rigid,3
0,3,False,outside,rigid,passage,outside,self,passage,outside,wooden,passage,0
0,3,False,outside,rigid,passage,outside,self,passage,outside,wooden,passage,0
0,3,False,outside,rigid,passage,outside,self,passage,outside,wooden,passage,0
0,3,False,outside,rigid,passage,outside,self,passage,outside,wooden,passage,0
0,3,False,outside,rigid,passage,outside,self,passage,outside,wooden,passage,0
0,3,False,outside,rigid,passage,outside,self,passage,outside,wooden,passage,0
1,3,False,outside,rigid,flame,outside,self,passage,outside,wooden,passage,5
0,3,False,outside,rigid,flame,outside,bomb,passage,outside,wooden,passage,0
0,3,False,outside,rigid,flame,outside,self,passage,outside,wooden,passage,0
0,3,False,outside,rigid,passage,outside,self,passage,outside,wooden,passage,4
0,3,False,rigid,passage,passage,bomb,self,passage,wooden,passage,rigid,2
0,3,False,bomb,passage,passage,wooden,self,rigid,wooden,wooden,passage,0
0,3,False,bomb,passage,passage,wooden,self,rigid,wooden,wooden,passage,0
0,3,False,bomb,passage,passage,wooden,self,rigid,wooden,wooden,passage,0
0,3,False,bomb,passage,passage,wooden,self,rigid,wooden,wooden,passage,0
0,3,False,bomb,passage,passage,wooden,self,rigid,wooden,wooden,passage,0
1,3,False,flame,flame,flame,flame,self,rigid,wooden,wooden,passage,0
1,3,False,flame,flame,flame,flame,self,rigid,wooden,wooden,passage,0
1,3,False,flame,flame,flame,flame,self,rigid,wooden,wooden,passage,0
1,3,False,passage,passage,passage,passage,self,rigid,wooden,wooden,passage,5
0,3,False,passage,passage,passage,passage,bomb,rigid,wooden,wooden,passage,3
0,3,False,outside,passage,passage,outside,self,bomb,outside,wooden,wooden,1
0,3,False,outside,rigid,passage,outside,self,passage,outside,passage,bomb,0
0,3,False,outside,rigid,passage,outside,self,passage,outside,passage,bomb,0
0,3,False,outside,rigid,passage,outside,self,passage,outside,passage,bomb,0
0,3,False,outside,rigid,passage,outside,self,passage,outside,passage,bomb,0
0,3,False,outside,rigid,passage,outside,self,passage,outside,passage,bomb,0
0,3,False,outside,rigid,passage,outside,self,passage,outside,passage,bomb,0
0,3,False,outside,rigid,passage,outside,self,passage,outside,passage,bomb,0
1,3,False,outside,rigid,flame,outside,self,flame,outside,flame,flame,0
1,3,False,outside,rigid,flame,outside,self,flame,outside,flame,flame,0
1,3,False,outside,rigid,flame,outside,self,flame,outside,flame,flame,0
1,3,False,outside,rigid,passage,outside,self,passage,outside,passage,passage,2
1,3,False,outside,passage,passage,outside,self,passage,outside,wooden,passage,5
0,3,False,outside,passage,passage,outside,bomb,passage,outside,wooden,passage,4
0,3,False,passage,passage,passage,bomb,self,rigid,wooden,passage,passage,2
0,3,False,bomb,passage,rigid,wooden,self,passage,wooden,wooden,passage,0
0,3,False,bomb,passage,rigid,wooden,self,passage,wooden,wooden,passage,0
0,3,False,bomb,passage,rigid,wooden,self,passage,wooden,wooden,passage,0
0,3,False,bomb,passage,rigid,wooden,self,passage,wooden,wooden,passage,0
0,3,False,bomb,passage,rigid,wooden,self,passage,wooden,wooden,passage,0
0,3,False,bomb,passage,rigid,wooden,self,passage,wooden,wooden,passage,0
0,3,False,bomb,passage,rigid,wooden,self,passage,wooden,wooden,passage,0
1,3,False,flame,flame,rigid,flame,self,passage,wooden,wooden,passage,5
0,3,False,flame,flame,rigid,flame,bomb,passage,wooden,wooden,passage,4
0,3,False,flame,rigid,passage,bomb,self,wooden,wooden,passage,passage,2
